LineCode,LineText,OriginalText,Comment,Speaker,StoryNode
line:139388,na klar!,yeah!,,Player,OfferBoat
line:178cbe,ich miete das boot jetzt!,i'm renting the boat now!,,Player,OfferBoat
line:58a1a9,ohjuijui!!,omigosh!!,,Original,OfferBoat
line:551c4e,PAPA ICH FAHRE\nMIT CLAIRE BOOT,DAD I'M GOING\nBOATING WITH CLAIRE,,Original,OfferBoat
line:bd1c6e,oookay habt spaß,oookay have fun,,DadDeer,OfferBoat
line:48f067,CLAIRE DU BIST DER BESTE,CLAIRE YOU'RE THE BEST,,Original,OfferBoat
line:f64a4f,lass' mir nur\nschnell fertigmachen...,just let me get ready...,,Original,OfferBoat
line:56af4f,...fühlst du dich bald besser?,...feel better soon?,Dialogue choice.,Player,OfferBoat
line:af6312,*schnief*,*sniff*,,Original,OfferBoat
line:d01b24,vielleicht eines taages...,maybe somedaay...,,Original,OfferBoat
line:065de4,oh sicher,oh sure,,Original,DadDeerNeedHelp
line:f4ff7d,lass' sie uns nach hause bringen!,let's bring her home!,,Original,DadDeerNeedHelp
line:c5381a,sie ist schon fest verankert!,she's already anchored tight!,,Original,DadDeerNeedHelp
line:fbfa79,"mein papa hat mich dazu gebracht,\neinen seiner fantasy-romane zu lesen",my dad's got me reading\none of his fantasy novels,,Original,KidDeerChillStart
line:f7663f,es klang zuerst irgendwie lahm,it sounded kinda lame at first,,Original,KidDeerChillStart
line:71f814,"er musste mich praktisch\nanbetteln, es zu lesen",he practically had to\nbeg me to read it,,Original,KidDeerChillStart
line:3c6b43,"aber du weißt,",but you know,,Original,KidDeerChillStart
line:34394e,dass sie doch\nnicht so schlimm sind,it's not that bad,,Original,KidDeerChillStart
line:e81639,"was gibt's neues, claire?","what's new, claire?",,Original,KidDeerChillStart
line:c80bd3,willst du nochmal bootfahren?,you wanna go boating again?,Dialogue choice.,Player,KidDeerChillStart
line:29b3e1,ich dachte du würdest nie fragen!,i thought you'd never ask!,,Original,KidDeerChillStart
line:395498,wir seh'n uns!,see ya!,Dialogue choice.,Player,KidDeerChillStart
line:64bfab,ich würd' nicht du sein woll'n!,wouldn't wanna be ya!,,Original,KidDeerChillStart
line:6c531c,jk,jk,,Original,KidDeerChillStart
line:6e6195,du bist cool,you're cool,,Original,KidDeerChillStart
line:8d7d52,peace,peace,,Original,KidDeerChillStart
line:dad4d7,also habe ich mich gefragt...,so i was wondering...,,Original,KidBoatFastPlease
line:3b9b4a,ja?,yeah?,,Player,KidBoatFastPlease
line:52bae3,können wir schnell fahren?,can we go fast?,,Original,KidBoatFastPlease
line:52d037,also,like,,Original,KidBoatFastPlease
line:301a90,so RICHTIG schnell?,REALLY fast?,,Original,KidBoatFastPlease
line:4e379f,so schnell wie das\nboot nur fahren kann?,as fast as the boat will go?,,Original,KidBoatFastPlease
line:e0dbbd,ich werd's versuchen!,i'll try!,,Player,KidBoatFastPlease
line:dacc48,halte {{JumpButton}} um den motor\naufheulen zu lassen!,hold {{JumpButton}} to rev the engine!,,Player,KidBoatFastPlease
line:2447a4,mal sehen wie schnell\ndas ding werden kann!!,let's see how fast\nthis thing can go!!,,Player,KidBoatFastPlease
line:a87539,DAS ist mal geschwindigkeit!,now THAT'S speed!,,Original,KidBoatRequestChallenge
line:9d3033,mein papa ist noch nie\nso schnell für mich gewesen!,my dad never goes\nthat fast for me!,,Original,KidBoatRequestChallenge
line:ba1488,das erinnert mich...,which reminds me...,,Original,KidBoatRequestChallenge
line:eaea8e,ein paar tage zuvor\nhabe ich mir diese kranke\nboots-herausforderung ausgedacht,a few days ago i came\nup with this sick\nboating challenge,,Original,KidBoatRequestChallenge
line:334cee,aber papa würde sie\nnicht einmal versuchen!,but dad wouldn't even try it!,,Original,KidBoatRequestChallenge
line:b8d344,würdest du sie versuchen?,would you give it a try?,,Original,KidBoatRequestChallenge
line:f4fed1,wieso nicht?,why not?,Dialogue choice.,Player,KidBoatRequestChallenge
line:3dc436,vielleicht später,maybe later,Dialogue choice.,Player,KidBoatRequestChallenge
line:47be8c,aw,aw,,Original,KidBoatRequestChallenge
line:755c92,okay,okay,,Original,KidBoatRequestChallenge
line:b4399f,also...,so...,,Original,KidBoatRequestChallenge
line:3f999a,äm,um,,Original,KidBoatRequestChallenge
line:e3652a,du willst meine\nboots-herausforderung ausprobieren?,you wanna try my boating challenge?,,Original,KidBoatRequestChallenge
line:80c6ea,du willst nochmal meine\nboots-herausforderung ausprobieren?,you wanna try my\nboating challenge again?,,Original,KidBoatRequestChallenge
line:c12810,lass' es uns tun!,let's do it!,Dialogue choice.,Player,KidBoatRequestChallenge
line:b83e30,nicht jetzt,not now,Dialogue choice.,Player,KidBoatRequestChallenge
line:a64e7b,aw,aw,,Original,KidBoatRequestChallenge
line:8ea37b,okay,okay,,Original,KidBoatRequestChallenge
line:eabb51,kann ich dich absetzen?,can i drop you off?,Dialogue choice.,Player,KidBoatRequestChallenge
line:d00d5a,AW JAU!!,AW YES!!,,Original,StartBoatChallenge
line:55002d,DU BIST TOLL CLAIRE!!,YOU ROCK CLAIRE!!,,Original,StartBoatChallenge
line:aed3dd,ich muss ein paar sachen machen,i gotta set some stuff up,,Original,StartBoatChallenge
line:ab39a2,ich bin gleich wieder da!,i'll be right back!,,Original,StartBoatChallenge
line:ea4014,awwwwwwww yeah!,awwwwwwww yeah!,,Original,StartBoatChallenge
line:c79efb,lass' es uns tun!,let's do it!,,Original,StartBoatChallenge
line:e24796,also hier ist die situation!,so here's the sitch!,,Original,BeforeBoatRaceStart
line:0d551d,ich hab' ein paar\nkontrollpunkte im wasser gesetzt,i set up a bunch of\ncheckpoints in the water,,Original,BeforeBoatRaceStart
line:a38f6c,alles was du tun musst\nist sie in reihenfolge zu treffen!,all you've got to do is\nhit them all in order!,,Original,BeforeBoatRaceStart
line:5c92db,wenn du in weniger\nals 2 minuten fertig sind,if you finish in under 2 minutes,,Original,BeforeBoatRaceStart
line:a00093,dann hast du gewonnen!,then you win!,,Original,BeforeBoatRaceStart
line:b82644,okay,okay,,Player,BeforeBoatRaceStart
line:1423bf,"ich denke, ich kann das schaffen!",i think i can do that!,,Player,BeforeBoatRaceStart
line:ea6bd1,mach' ich fertig!,get ready!,,Player,BeforeBoatRaceStart
line:d7b2d5,wir müssen uns bewegen!,we've gotta get moving!,,Original,KidBoatRaceActive
line:4ef106,was ist denn?,what is it?,,Original,KidBoatRaceActive
line:d4c7e0,ich möchte von vorne anfangen,i wanna start over,Dialogue choice.,Player,KidBoatRaceActive
line:b4c94a,gut gut,fine fine,,Original,KidBoatRaceActive
line:0f388e,dann lass' uns zurück gehen,let's head back then,,Original,KidBoatRaceActive
line:8256ba,ich gebe auf,i give up,Dialogue choice.,Player,KidBoatRaceActive
line:4455c6,aw,aw,,Original,KidBoatRaceActive
line:ebefab,ok,ok,,Original,KidBoatRaceActive
line:494ec0,nicht wirklich was,nothing really,Dialogue choice.,Player,KidBoatRaceActive
line:1d011e,wir vergeuden wertvolle sekunden!!,we're wasting precious seconds!!,,Original,KidBoatRaceActive
line:f6f689,hey claire,hey claire,,Original,KidBoatRaceRunAway
line:ba27f5,hast du...,did you...,,Original,KidBoatRaceRunAway
line:4de3b8,...schon meine herausforderung vergessen?,...forget about my challenge?,,Original,KidBoatRaceRunAway
line:f76fad,"ich war überrascht, als\ndu aus dem boot gestiegen bist",i was surprised when\nyou got off the boat,,Original,KidBoatRaceRunAway
line:bad460,sorry!,sorry!,,Player,KidBoatRaceRunAway
line:9192d3,ich wurde gerade nur abgelenkt!,i just got distracted!,,Player,KidBoatRaceRunAway
line:9a9206,du musst für die herausforderung\ndie ganze zeit auf dem boot bleiben!,you've gotta stay on the\nboat for the whole challenge!,,Player,KidBoatRaceRunAway
line:455f3f,sorry!,sorry!,,Player,KidBoatRaceRunAway
line:a7e924,also äh,so uh,,Original,KidBoatAbandoned
line:523841,"mir war ein wenig\nlangweilig, im boot herumzuwarten",i got a little bored waiting\naround in the boat,,Original,KidBoatAbandoned
line:0abeee,also habe ich es\nwieder hier her gefahren,so i drove it back here,,Original,KidBoatAbandoned
line:cf4776,um,um,,Original,KidBoatAbandoned
line:f9a15b,"sag' es papa nicht, ok?","don't tell dad, ok?",,Original,KidBoatAbandoned
line:f1f691,ich habe das boot\nwieder nach hause gefahren!,i drove the boat home again!,,Original,KidBoatAbandoned
line:cfd474,"ich denke, ich bin ziemlich gut darin!",i think i'm pretty good at this!,,Original,KidBoatAbandoned
line:234b93,...,...,,Original,CrashedBoatStart
line:510557,WOAH,WOAH,,Original,CrashedBoatStart
line:ab7e27,also,well,,Original,CrashedBoatStart
line:516f65,das war genial,that was awesome,,Original,CrashedBoatStart
line:e1315b,das war irre,that was crazy,,Player,CrashedBoatStart
line:a7bdf9,irre genial,crazy awesome,,Original,CrashedBoatStart
line:bd364d,"bin das nur ich,","is it just me,",,Player,BrokenBoatNoticedStart
line:a015df,oder klingt etwas nicht richtig?,or does something not sound right?,,Player,BrokenBoatNoticedStart
line:552dc8,...,...,,Original,BrokenBoatNoticedStart
line:0bb254,das ist der motor,it's the engine,,Original,BrokenBoatNoticedStart
line:31d5e4,das ist nicht gut,that's not good,,Player,BrokenBoatNoticedStart
line:ec602f,nein...,no...,,Original,BrokenBoatNoticedStart
line:35e776,ist es nicht!,it's not!,,Original,BrokenBoatNoticedStart
line:a16c90,vielleicht,maybe,,Player,BrokenBoatNoticedStart
line:f18530,geht es gleich wieder weg?,it will just go away?,,Player,BrokenBoatNoticedStart
line:7f6aec,ich weiß es nicht,i don't know,,Original,BrokenBoatNoticedStart
line:8bb793,...,...,,Original,BrokenBoatNoticedStart
line:691082,mist,shoot,,Original,BrokenBoatNoticedStart
line:91d2be,MIST!,SHOOT!,,Original,BrokenBoatNoticedStart
line:b44318,DAS IST MEINE SCHULD,THIS IS MY FAULT,,Original,BrokenBoatNoticedStart
line:30181e,ICH HAB' DIE RAMPE GEMACHT,I MADE THE RAMP,,Original,BrokenBoatNoticedStart
line:79bb42,das ist schon oke,it's alright,,Player,BrokenBoatNoticedStart
line:ead7e9,"WAS, WENN DAS\nBOOT WIRKLICH KAPUTT IST",WHAT IF THE BOAT IS REALLY BROKEN,,Original,BrokenBoatNoticedStart
line:5280bc,"WAS, WENN ES SINKT!?",WHAT IF IT SINKS!?,,Original,BrokenBoatNoticedStart
line:11fc99,keine sorge!,don't worry!,,Player,BrokenBoatNoticedStart
line:c200d5,"WAS, WENN ES EXPLODIERT!?",WHAT IF IT EXPLODES!?,,Original,BrokenBoatNoticedStart
line:5aa153,es wird nicht explodieren!,it's not gonna explode!,,Player,BrokenBoatNoticedStart
line:103d20,aber,but,,Player,BrokenBoatNoticedStart
line:c1eb7e,ähh,uhh,,Player,BrokenBoatNoticedStart
line:dface3,wir sollten jemanden einen\nblick darauf werfen lassen,we should probably have\nsomeone take a look,,Player,BrokenBoatNoticedStart
line:086b5f,"papa würde wissen,\nwie man es repariert...",dad would know how to fix it...,,Original,BrokenBoatNoticedStart
line:554faa,aber,but,,Original,BrokenBoatNoticedStart
line:e2d14e,er hat mir gesagt,he kinda told me,,Original,BrokenBoatNoticedStart
line:b28245,<color=#B7A288>nicht die rampe benutzen...</color>,<color=#B7A288>not to use the ramp...</color>,,Original,BrokenBoatNoticedStart
line:26032d,oh,oh,,Player,BrokenBoatNoticedStart
line:63c3f3,"er wird so ""enttäuscht"" von mir sein","he's gonna be all ""disappointed"" in me",,Original,BrokenBoatNoticedStart
line:63ba67,ughhhhhhhhh,ughhhhhhhhh,,Original,BrokenBoatNoticedStart
line:f2e661,vielleicht ist noch jemand anderes da?,maybe there's someone else around?,,Player,BrokenBoatNoticedStart
line:0abe4f,der ahnung hat von,"that knows, like",,Player,BrokenBoatNoticedStart
line:754325,boot zeugs?,boat stuff?,,Player,BrokenBoatNoticedStart
line:39c03c,da müsste es jemanden geben!!,there's gotta be someone!!,,Original,BrokenBoatNoticedStart
line:1a1215,also...,so...,,Player,DadFixedBoatStart
line:f8b5f0,ist es behoben?,is it fixed?,,Player,DadFixedBoatStart
line:ebbd58,yep,yeah,,Original,DadFixedBoatStart
line:88fe7c,ein propeller ist ein wenig\naus der form gebogen worden,one of the props got a\nlittle bent out of shape,,Original,DadFixedBoatStart
line:a532a3,habt ihr einen baumstamm\noder etwas ähnliches getroffen?,you hit a log or somethin?,,Original,DadFixedBoatStart
line:64aa8f,also...,well...,,Player,DadFixedBoatStart
line:a3f2ae,yup!,yup!,,DeerKidBoat,DadFixedBoatStart
line:b663f4,einen stamm!,a log!,,DeerKidBoat,DadFixedBoatStart
line:d2cd54,klassischer baumstamm eben,classic log,,DeerKidBoat,DadFixedBoatStart
line:7f075b,ha,ha,,DeerKidBoat,DadFixedBoatStart
line:6636f3,...nicht direkt,...not exactly,,DeerKidBoat,DadFixedBoatStart
line:67ce9d,nun,well,,Original,DadFixedBoatStart
line:3db378,"passt einfach mehr\nauf, dass ihr beim nächsten\nmal vorsichtiger seid",just make sure you're\nmore careful next time,,Original,DadFixedBoatStart
line:9fbc55,alles klar?,alright?,,Original,DadFixedBoatStart
line:a99050,yeah...,yeah...,,DeerKidBoat,DadFixedBoatStart
line:662d6e,werden wir,we will,,DeerKidBoat,DadFixedBoatStart
line:58fd6a,danke papa,thanks dad,,DeerKidBoat,DadFixedBoatStart
line:3f72cc,kein problem!,no problem!,,Original,DadFixedBoatStart
line:1f3085,"yep, werde ich!","yeah, i will!",,Original,DadFixedBoatStart
line:4d1ca5,...uuuund das sollte es gewesen sein!,...aaaand that should be it!,,Original,DuckFixedBoatStart
line:acf92d,das ist alles!?,that's all!?,,Player,DuckFixedBoatStart
line:de2a61,das ist alles!,that's all!,,Original,DuckFixedBoatStart
line:7580e5,einfach nur den propeller\nwieder in form biegen,just bent a prop back into shape,,Original,DuckFixedBoatStart
line:0346f5,sollte jetzt wie\nein kätzchen schnurren!,should be purring like a kitten now!,,Original,DuckFixedBoatStart
line:dc8639,OHJUIJUI VIEEELEN DANK!!,OMIGOSH THANK YOU SO MUCH!!,,DeerKidBoat,DuckFixedBoatStart
line:098ee1,ich habe mir solche sorgen gemacht!!,i was so worried!!,,DeerKidBoat,DuckFixedBoatStart
line:836530,kein problemchen!,no problemo!,,Original,DuckFixedBoatStart
line:7b6963,"wie ist das überhaupt passiert?","how'd this happen, anyway?",,Original,DuckFixedBoatStart
line:8dc13c,äh,uh,,DeerKidBoat,DuckFixedBoatStart
line:1bb085,wir sind irgendwie,we kinda,,DeerKidBoat,DuckFixedBoatStart
line:98d131,über eine rampe gefahren,drove it off a ramp,,DeerKidBoat,DuckFixedBoatStart
line:5e5232,heh,heh,,Original,DuckFixedBoatStart
line:1c8f99,gut,nice,,Original,DuckFixedBoatStart
line:7a82dc,"das boot ist allerdings\nnicht wirklich für diese\nart von aktion gebaut","that boat's not really built\nfor that kinda action, though",,Original,DuckFixedBoatStart
line:160609,huh,huh,,DeerKidBoat,DuckFixedBoatStart
line:810552,ich frage mich...,i wonder...,,DeerKidBoat,DuckFixedBoatStart
line:ff1a90,...könnten wir es zu so einen Boot MACHEN!?,...could we MAKE it that kinda boat!?,,DeerKidBoat,DuckFixedBoatStart
line:c98240,hmm!!,hmm!!,,Original,DuckFixedBoatStart
line:6cc9f6,gute frage!,good question!,,Original,DuckFixedBoatStart
line:5d5645,ähh,uhh,,Player,DuckFixedBoatStart
line:b6aea4,"ich denke, wir sollten besser gehen",i think we'd better get going,,Player,DuckFixedBoatStart
line:59d92c,alles klärchen,alrighty,,Original,DuckFixedBoatStart
line:ef1e2a,"ich muss mich sowieso\nwieder etwas entspannen","i gotta get back to\nslacking off, anyway",,Original,DuckFixedBoatStart
line:60a587,danke nochmal!,thanks again!,,Player,DuckFixedBoatStart
line:a2346b,äm,um,,Player,FishBuyerBrokenBoat
line:ed810d,ich war nur neugierig...,i was just curious...,,Player,FishBuyerBrokenBoat
line:a51dd6,aber weißt du zufällig\netwas über bootsreparatu?,but do you happen to know\nanything about boat repair?,,Player,FishBuyerBrokenBoat
line:12c5ef,heh,heh,,Original,FishBuyerBrokenBoat
line:7c72dc,das tu' ich natürlich!,i sure do!,,Original,FishBuyerBrokenBoat
line:fd9684,jetzt,now,,Original,FishBuyerBrokenBoat
line:0abcfc,werde nicht bescheiden sein,i ain't gonna be modest about this,,Original,FishBuyerBrokenBoat
line:b37395,wenn es um boote geht...,when it comes to boats...,,Original,FishBuyerBrokenBoat
line:eb8dca,ich kenne sie in- und auswendig,i know the ins and outs,,Original,FishBuyerBrokenBoat
line:28267f,links- und rechtswendig,the lefts and rights,,Original,FishBuyerBrokenBoat
line:8cc70e,ober- und unterwendig,the ups and downs,,Original,FishBuyerBrokenBoat
line:3be7b3,"und alle anderen diese\nund jene Wege, die du\ndir vorstellen kannst!",and any other this ways and\nthat ways you can think of!,,Original,FishBuyerBrokenBoat
line:83350a,warum fragst'n?,why do ya ask?,,Original,FishBuyerBrokenBoat
line:e87663,nun,well,,Player,FishBuyerBrokenBoat
line:ac7842,unser boot macht ein komisches geräusch...,our boat is making a weird noise...,,Player,FishBuyerBrokenBoat
line:9ba3c2,oh ja,oh yeah,,Original,FishBuyerBrokenBoat
line:e1455f,boote machen alle möglichen geräusche,boats'll make all sorts of noises,,Original,FishBuyerBrokenBoat
